meeting_id,race_number,pick_type,horse_name,saddlecloth,tip_rank,bet_type,bet_stake,exotic_type,exotic_stake,odds_at_tip,place_odds_at_tip,win_probability,place_probability,value_rating,hit,pnl,settled,is_puntys_pick,sequence_type,sequence_variant,sequence_legs,sequence_start_race,finish_position,win_dividend,place_dividend,current_odds,results_status,exotic_runners
ascot-2026-02-28,,big3_multi,,,,,,,10.0,,,,,,0,-10.0,1,0,,,,,,,,,,
ascot-2026-02-28,,sequence,,,,,,,50.0,,,,,,0,-50.0,1,0,quaddie,smart,"[[3, 4, 9], [3, 2, 1], [10, 4, 12, 8], [5, 3, 8]]",3,,,,,,
ascot-2026-02-28,,sequence,,,,,,,50.0,,,,,,0,-50.0,1,0,quaddie,smart,"[[7, 5, 3, 15], [9, 8, 3], [5, 4, 9], [5, 11, 3, 4]]",7,,,,,,
ascot-2026-02-28,,sequence,,,,,,,27.0,,,,,,0,-27.0,1,0,big6,smart,"[[10, 4], [5, 3], [8, 7, 3, 5], [9, 8], [5, 4], [5, 11]]",5,,,,,,
ascot-2026-02-28,1,exotic,,,,,,"First4 Box",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[1, 7, 3, 2]"
ascot-2026-02-28,1,big3,"Stern Empire",7,1,,,,,7.2,,,,,0,0.0,1,0,,,,,,8.2,1.9,7.8,Paying,
ascot-2026-02-28,1,selection,"Capall Gasta",1,1,no_bet,0.0,,,50.0,17.33,0.203,0.0431,11.79,0,0.0,1,0,,,,,,171.9,30.5,190.0,Paying,
ascot-2026-02-28,1,selection,"Stern Empire",7,2,win,15.0,,,7.2,3.07,0.2,0.95,1.68,0,-15.0,1,0,,,,,,8.2,1.9,7.8,Paying,
ascot-2026-02-28,1,selection,Afireofgidgeecoals,3,3,no_bet,0.0,,,3.2,1.73,0.515,0.5147,0.82,0,0.0,1,0,,,,,,4.7,1.7,4.8,Paying,
ascot-2026-02-28,1,selection,Firearm,2,4,no_bet,0.0,,,18.0,6.67,0.1224,0.0914,2.565,0,0.0,1,0,,,,,3,30.2,4.1,40.0,Paying,
ascot-2026-02-28,2,exotic,,,,,,Exacta,15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[2, 5]"
ascot-2026-02-28,2,selection,"Fancy Red",2,1,no_bet,0.0,,,2.04,1.35,0.425,0.8745,1.0,1,0.0,1,0,,,,,1,1.9,1.04,1.74,Paying,
ascot-2026-02-28,2,selection,Asif,4,2,place,15.0,,,2.74,1.58,0.718,0.7181,0.88,1,1.5,1,1,,,,,2,2.5,1.1,3.15,Paying,
ascot-2026-02-28,2,selection,"Royal Law",3,3,no_bet,0.0,,,12.5,4.83,0.232,0.2318,0.87,0,0.0,1,0,,,,,4,26.7,4.5,13.0,Paying,
ascot-2026-02-28,2,selection,"Stylish Lord",5,4,no_bet,0.0,,,8.2,3.4,0.138,0.4648,1.31,0,0.0,1,0,,,,,3,8.8,1.8,5.7,Paying,
ascot-2026-02-28,3,exotic,,,,,,"Trifecta Box",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[3, 4, 9, 2]"
ascot-2026-02-28,3,selection,"Snow God",3,1,place,15.0,,,1.89,1.3,0.746,0.7464,0.79,0,-15.0,1,1,,,,,,1.8,1.2,1.89,Paying,
ascot-2026-02-28,3,selection,"Excess Baggage",9,2,no_bet,0.0,,,5.0,2.33,0.134,0.3097,1.01,0,0.0,1,0,,,,,2,6.4,1.6,7.6,Paying,
ascot-2026-02-28,3,selection,Masamune,2,3,no_bet,0.0,,,13.5,5.17,0.28,0.2797,1.17,0,0.0,1,0,,,,,,12.8,2.3,15.0,Paying,
ascot-2026-02-28,3,selection,"Earth God",4,4,no_bet,0.0,,,8.6,3.53,0.1862,0.429,1.848,0,0.0,1,0,,,,,3,6.1,1.9,7.0,Paying,
ascot-2026-02-28,4,exotic,,,,,,"Exacta Standout",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[3, 2, 1, 5]"
ascot-2026-02-28,4,selection,"Wonderfully Made",2,1,no_bet,0.0,,,1.65,1.22,0.266,0.6516,0.54,1,0.0,1,0,,,,,1,1.7,1.4,1.62,Paying,
ascot-2026-02-28,4,big3,"Nature's Reckoning",3,2,,,,,9.5,,,,,0,0.0,1,0,,,,,4,16.8,4.9,9.5,Paying,
ascot-2026-02-28,4,selection,"Monte Tremezzo",1,2,place,15.0,,,9.4,3.8,0.415,0.4151,1.52,0,-15.0,1,1,,,,,5,13.5,3.0,16.0,Paying,
ascot-2026-02-28,4,selection,Masmelo,5,3,no_bet,0.0,,,5.3,2.43,0.329,0.3293,0.77,0,0.0,1,0,,,,,2,3.4,1.7,4.9,Paying,
ascot-2026-02-28,4,selection,"Nature's Reckoning",3,4,no_bet,0.0,,,9.5,3.83,0.3891,0.3276,4.532,0,0.0,1,0,,,,,4,16.8,4.9,9.5,Paying,
ascot-2026-02-28,5,exotic,,,,,,Quinella,15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[12, 10]"
ascot-2026-02-28,5,selection,"Southern Firetail",12,1,no_bet,0.0,,,3.25,1.75,0.205,0.4377,0.84,0,0.0,1,0,,,,,12,3.6,1.6,3.4,Paying,
ascot-2026-02-28,5,selection,"Classic Impact",8,2,place,15.0,,,3.5,1.83,0.454,0.4535,0.8,1,9.0,1,1,,,,,1,3.8,1.6,4.3,Paying,
ascot-2026-02-28,5,selection,"Manzor Magic",4,3,no_bet,0.0,,,14.5,5.5,0.196,0.1964,1.04,0,0.0,1,0,,,,,2,29.9,6.7,34.0,Paying,
ascot-2026-02-28,5,selection,Pressurised,10,4,no_bet,0.0,,,15.0,5.67,0.1291,0.1443,2.457,0,0.0,1,0,,,,,11,18.5,4.1,16.5,Paying,
ascot-2026-02-28,6,exotic,,,,,,"Trifecta Standout",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[4, 5, 3]"
ascot-2026-02-28,6,selection,"Amaroo Star",4,1,no_bet,0.0,,,2.76,1.59,0.237,0.5986,0.9,0,0.0,1,0,,,,,6,2.5,1.2,2.1,Paying,
ascot-2026-02-28,6,selection,Santanova,5,2,place,15.0,,,4.8,2.27,0.502,0.5021,1.12,1,9.0,1,0,,,,,1,5.9,1.6,4.6,Paying,
ascot-2026-02-28,6,selection,"Haida Gwaii",3,3,no_bet,0.0,,,4.2,2.07,0.559,0.5591,1.14,0,0.0,1,1,,,,,2,3.5,1.3,4.8,Paying,
ascot-2026-02-28,6,selection,"Sunny Honey",8,4,no_bet,0.0,,,16.0,6.0,0.0784,0.2054,1.732,0,0.0,1,0,,,,,4,21.2,3.5,34.0,Paying,
ascot-2026-02-28,7,exotic,,,,,,"Exacta Standout",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[3, 8, 7, 5]"
ascot-2026-02-28,7,selection,"Magical Sequence",3,1,no_bet,0.0,,,2.3,1.43,0.304,0.6763,0.92,1,0.0,1,0,,,,,1,1.7,1.2,1.9,Paying,
ascot-2026-02-28,7,selection,"Later Alligator",8,2,place,15.0,,,7.4,3.13,0.392,0.392,1.1,1,18.0,1,1,,,,,3,7.5,2.2,5.0,Paying,
ascot-2026-02-28,7,selection,"Spank Appeal",7,3,no_bet,0.0,,,21.0,7.67,0.178,0.1782,1.23,0,0.0,1,0,,,,,,39.4,11.4,29.0,Paying,
ascot-2026-02-28,7,selection,"Bird's The Word",5,4,no_bet,0.0,,,15.0,5.67,0.0842,0.2569,1.015,0,0.0,1,0,,,,,,9.8,3.1,15.0,Paying,
ascot-2026-02-28,8,exotic,,,,,,Quinella,15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[9, 8]"
ascot-2026-02-28,8,selection,Malagarasi,9,1,no_bet,0.0,,,32.0,11.33,0.13,0.1297,1.28,0,0.0,1,0,,,,,11,69.7,13.7,260.0,Paying,
ascot-2026-02-28,8,selection,Dominatus,3,2,place,15.0,,,2.2,1.4,0.73,0.7299,0.89,0,-15.0,1,0,,,,,5,2.4,1.3,2.62,Paying,
ascot-2026-02-28,8,selection,"Pure Mac",8,3,no_bet,0.0,,,38.0,13.33,0.124,0.1238,1.44,0,0.0,1,0,,,,,3,115.7,18.2,250.0,Paying,
ascot-2026-02-28,8,selection,"The Crimson Pirate",2,4,no_bet,0.0,,,5.0,2.33,0.0917,0.7256,0.587,1,0.0,1,0,,,,,1,4.2,1.5,4.3,Paying,
ascot-2026-02-28,9,exotic,,,,,,"Exacta Standout",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[5, 7, 4, 9]"
ascot-2026-02-28,9,selection,"Hey Pino",5,1,win,15.0,,,7.6,3.2,0.262,0.4628,2.44,0,-15.0,1,0,,,,,,4.7,1.8,8.6,Paying,
ascot-2026-02-28,9,selection,"Hubble's Dragon",7,2,no_bet,0.0,,,2.0,1.33,0.497,0.4973,0.52,0,0.0,1,1,,,,,,2.3,1.4,2.0,Paying,
ascot-2026-02-28,9,big3,"Hey Pino",5,3,,,,,7.6,,,,,0,0.0,1,0,,,,,,4.7,1.8,8.6,Paying,
ascot-2026-02-28,9,selection,Macciateau,9,3,no_bet,0.0,,,15.0,5.67,0.237,0.2368,0.73,0,0.0,1,0,,,,,,10.7,2.6,8.6,Paying,
ascot-2026-02-28,9,selection,"Noble Connection",4,4,no_bet,0.0,,,19.0,7.0,0.0787,0.2639,1.832,0,0.0,1,0,,,,,,24.5,6.1,13.0,Paying,
ascot-2026-02-28,10,exotic,,,,,,"Trifecta Box",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[5, 11, 3, 4]"
ascot-2026-02-28,10,selection,"Rock 'n' The Jam",5,1,no_bet,0.0,,,4.6,2.2,0.216,0.3253,1.27,0,0.0,1,0,,,,,4,3.9,1.7,4.6,Paying,
ascot-2026-02-28,10,selection,"King Adviso",3,2,place,15.0,,,5.8,2.6,0.427,0.4274,0.91,1,25.5,1,1,,,,,2,8.8,2.7,9.6,Paying,
ascot-2026-02-28,10,selection,"Snippy Which",4,3,no_bet,0.0,,,7.0,3.0,0.388,0.3878,0.96,0,0.0,1,0,,,,,,7.1,1.9,7.2,Paying,
ascot-2026-02-28,10,selection,"Urquharts Bluff",11,4,no_bet,0.0,,,8.0,3.33,0.1671,0.5368,1.708,0,0.0,1,0,,,,,3,6.5,2.2,8.6,Paying,
eagle-farm-2026-02-28,,big3_multi,,,,,,,10.0,,,,,,0,-10.0,1,0,,,,,,,,,,
eagle-farm-2026-02-28,,sequence,,,,,,,48.0,,,,,,0,-48.0,1,0,quaddie,smart,"[[1, 2], [1, 2, 9], [3, 8], [10, 4, 6, 7]]",3,,,,,,
eagle-farm-2026-02-28,,sequence,,,,,,,54.0,,,,,,0,-54.0,1,0,quaddie,smart,"[[11, 13, 1], [1, 7, 3, 13], [3, 5, 1, 2, 9], [2, 5, 9]]",7,,,,,,
eagle-farm-2026-02-28,,sequence,,,,,,,48.6,,,,,,0,-48.6,1,0,big6,smart,"[[3], [10, 4, 6], [11, 13, 1], [1, 7, 3], [3, 5, 1], [2, 5]]",5,,,,,,
eagle-farm-2026-02-28,1,exotic,,,,,,First4,15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[4, 3, 7, 5, 8]"
eagle-farm-2026-02-28,1,selection,"Seymour Stars",4,1,win,14.5,,,3.8,1.93,0.267,0.4524,1.34,0,-14.5,1,0,,,,,7,3.5,2.0,6.2,Paying,
eagle-farm-2026-02-28,1,selection,"Galactic Star",7,2,place,5.5,,,4.7,2.23,0.437,0.4374,1.26,1,12.1,1,1,,,,,1,5.9,3.2,1.87,Paying,
eagle-farm-2026-02-28,1,selection,Cabaletto,3,3,no_bet,0.0,,,3.55,1.85,0.397,0.3968,0.95,0,0.0,1,0,,,,,3,3.1,2.1,3.05,Paying,
eagle-farm-2026-02-28,1,selection,Loken,8,4,no_bet,0.0,,,15.0,5.67,0.1109,0.1394,2.124,0,0.0,1,0,,,,,5,17.8,4.3,14.0,Paying,
eagle-farm-2026-02-28,2,exotic,,,,,,Quinella,15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[8, 15]"
eagle-farm-2026-02-28,2,selection,"Lovey Dovey",8,1,win,18.0,,,6.6,2.87,0.235,0.5586,1.85,0,-18.0,1,0,,,,,2,7.0,1.9,9.2,Paying,
eagle-farm-2026-02-28,2,selection,"Akkadian Emperor",1,2,place,7.0,,,3.0,1.67,0.471,0.4711,0.79,1,9.1,1,1,,,,,1,4.4,2.3,3.5,Paying,
eagle-farm-2026-02-28,2,big3,"Lovey Dovey",8,3,,,,,6.6,,,,,0,0.0,1,0,,,,,2,7.0,1.9,9.2,Paying,
eagle-farm-2026-02-28,2,selection,"Whatjeudoin'",15,3,no_bet,0.0,,,21.0,5.9,0.212,0.2119,1.25,0,0.0,1,0,,,,,,23.3,5.2,21.0,Paying,
eagle-farm-2026-02-28,2,selection,"Mr O'reilly",10,4,no_bet,0.0,,,7.5,2.5,0.1145,0.4471,1.024,0,0.0,1,0,,,,,3,8.6,3.3,7.5,Paying,
eagle-farm-2026-02-28,3,exotic,,,,,,Exacta,15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[1, 2]"
eagle-farm-2026-02-28,3,big3,Areprice,1,1,,,,,2.4,,,,,0,0.0,1,0,,,,,3,2.0,1.2,2.16,Paying,
eagle-farm-2026-02-28,3,selection,Areprice,1,1,win,10.0,,,2.4,1.47,0.362,0.8652,1.02,0,-10.0,1,0,,,,,3,2.0,1.2,2.16,Paying,
eagle-farm-2026-02-28,3,selection,"Swift Dragon",2,2,saver_win,10.0,,,5.9,2.63,0.266,0.709,1.71,0,-10.0,1,0,,,,,4,6.1,2.0,6.4,Paying,
eagle-farm-2026-02-28,3,selection,"Final Crusade",4,3,no_bet,0.0,,,4.1,2.03,0.387,0.3867,0.64,0,0.0,1,1,,,,,2,3.9,1.5,5.8,Paying,
eagle-farm-2026-02-28,3,selection,Boomtowns,3,4,no_bet,0.0,,,4.2,2.07,0.1103,0.3726,0.543,1,0.0,1,0,,,,,1,8.6,2.1,9.6,Paying,
eagle-farm-2026-02-28,4,exotic,,,,,,"Exacta Standout",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[1, 2, 9, 5]"
eagle-farm-2026-02-28,4,selection,"Cherry Bomshell",2,1,win,15.0,,,2.62,1.54,0.255,0.5432,0.79,1,13.5,1,0,,,,,1,1.9,1.1,2.52,Paying,
eagle-farm-2026-02-28,4,selection,"Night Market",9,2,no_bet,0.0,,,2.22,1.41,0.482,0.4816,0.53,0,0.0,1,0,,,,,5,2.8,1.4,2.44,Paying,
eagle-farm-2026-02-28,4,selection,"Sun Sister",5,3,no_bet,0.0,,,24.0,8.67,0.197,0.1973,1.33,0,0.0,1,0,,,,,8,37.2,6.8,40.0,Paying,
eagle-farm-2026-02-28,4,selection,Esperanza,1,4,no_bet,0.0,,,13.5,5.17,0.341,0.68,5.421,0,0.0,1,0,,,,,2,14.5,3.1,22.0,Paying,
eagle-farm-2026-02-28,5,exotic,,,,,,"Trifecta Standout",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[3, 8, 9]"
eagle-farm-2026-02-28,5,selection,Brindavan,3,1,win,13.5,,,2.38,1.46,0.322,0.6153,1.02,1,33.75,1,0,,,,,1,3.5,1.5,3.3,Paying,
eagle-farm-2026-02-28,5,big3,Brindavan,3,2,,,,,2.38,,,,,1,0.0,1,0,,,,,1,3.5,1.5,3.3,Paying,
eagle-farm-2026-02-28,5,selection,"So Long Farewell",8,2,place,6.5,,,3.3,1.77,0.525,0.5246,0.84,0,-6.5,1,1,,,,,7,3.5,1.8,3.0,Paying,
eagle-farm-2026-02-28,5,selection,"Rock Hard Love",9,3,no_bet,0.0,,,8.4,3.47,0.421,0.4211,1.32,0,0.0,1,0,,,,,2,10.2,2.4,8.0,Paying,
eagle-farm-2026-02-28,5,selection,"Just Flying",4,4,no_bet,0.0,,,9.6,3.87,0.0997,0.3722,1.277,0,0.0,1,0,,,,,6,11.4,2.6,15.0,Paying,
eagle-farm-2026-02-28,6,exotic,,,,,,"First4 Box",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[10, 4, 9, 7]"
eagle-farm-2026-02-28,6,selection,Quothquan,10,1,win,15.0,,,4.1,2.03,0.172,0.4957,0.88,0,-15.0,1,0,,,,,2,5.5,2.1,5.4,Paying,
eagle-farm-2026-02-28,6,selection,"Demon Darb",9,2,no_bet,0.0,,,5.2,2.4,0.386,0.3862,0.83,1,0.0,1,1,,,,,1,4.6,1.8,5.6,Paying,
eagle-farm-2026-02-28,6,selection,"Noble Conqueror",7,3,no_bet,0.0,,,8.4,3.47,0.319,0.3188,0.99,0,0.0,1,0,,,,,4,8.6,2.3,10.0,Paying,
eagle-farm-2026-02-28,6,selection,Galifianakis,4,4,no_bet,0.0,,,9.8,3.93,0.1488,0.2959,1.808,0,0.0,1,0,,,,,5,9.5,2.7,12.0,Paying,
eagle-farm-2026-02-28,7,exotic,,,,,,"Trifecta Box",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[11, 13, 1, 7]"
eagle-farm-2026-02-28,7,selection,"Savagery Vibe",11,1,win,14.5,,,2.5,1.5,0.2,0.6183,0.65,0,-14.5,1,0,,,,,2,2.2,1.3,2.3,Paying,
eagle-farm-2026-02-28,7,selection,"Break Free",13,2,place,5.5,,,5.0,2.33,0.412,0.412,0.93,0,-5.5,1,1,,,,,,8.9,2.6,9.0,Paying,
eagle-farm-2026-02-28,7,selection,Restonica,1,3,no_bet,0.0,,,8.6,3.53,0.391,0.3907,1.33,1,0.0,1,0,,,,,1,18.0,3.8,22.0,Paying,
eagle-farm-2026-02-28,7,selection,Freeland,7,4,no_bet,0.0,,,19.0,7.0,0.1371,0.2323,3.415,0,0.0,1,0,,,,,,21.0,4.2,23.0,Paying,
eagle-farm-2026-02-28,8,exotic,,,,,,"Trifecta Box",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[1, 7, 3, 13]"
eagle-farm-2026-02-28,8,selection,"Earn To Burn",1,1,win,11.0,,,2.7,1.57,0.241,0.5057,0.85,0,-11.0,1,0,,,,,4,3.0,1.6,2.62,Paying,
eagle-farm-2026-02-28,8,selection,"Casino Bay",7,2,place,9.0,,,9.0,3.67,0.528,0.5278,1.89,0,-9.0,1,1,,,,,11,10.9,3.0,12.5,Paying,
eagle-farm-2026-02-28,8,selection,"Isti Star",3,3,no_bet,0.0,,,6.2,2.73,0.183,0.1828,0.49,0,0.0,1,0,,,,,9,9.2,2.8,8.4,Paying,
eagle-farm-2026-02-28,8,selection,"Dr Farthing",13,4,no_bet,0.0,,,20.0,7.33,0.1169,0.0856,3.064,1,0.0,1,0,,,,,1,24.3,6.4,34.0,Paying,
eagle-farm-2026-02-28,9,exotic,,,,,,"Exacta Standout",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[3, 5, 1, 2]"
eagle-farm-2026-02-28,9,selection,Battlefield,3,1,win,13.5,,,3.6,1.87,0.216,0.5023,0.96,0,-13.5,1,0,,,,,2,2.7,1.2,3.65,Paying,
eagle-farm-2026-02-28,9,selection,Hell,5,2,place,6.5,,,4.6,2.2,0.563,0.5629,1.1,0,-6.5,1,1,,,,,7,4.7,1.9,4.8,Paying,
eagle-farm-2026-02-28,9,selection,Hatchet,1,3,no_bet,0.0,,,5.2,2.4,0.379,0.3793,0.81,1,0.0,1,0,,,,,1,8.0,2.3,9.2,Paying,
eagle-farm-2026-02-28,9,selection,"Exotique Miss",2,4,no_bet,0.0,,,17.5,6.5,0.0817,0.1915,1.771,0,0.0,1,0,,,,,5,14.2,3.7,14.5,Paying,
eagle-farm-2026-02-28,10,exotic,,,,,,"Trifecta Box",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[2, 5, 9, 4]"
eagle-farm-2026-02-28,10,selection,"Weigall Tiger",2,1,win,18.0,,,9.4,3.8,0.132,0.2686,1.64,0,-18.0,1,0,,,,,,13.2,4.0,13.5,Paying,
eagle-farm-2026-02-28,10,selection,"John Rambo",5,2,place,7.0,,,3.7,1.9,0.422,0.422,0.78,1,3.5,1,1,,,,,2,2.9,1.5,3.55,Paying,
eagle-farm-2026-02-28,10,selection,"Super Duck",13,3,no_bet,0.0,,,15.0,5.67,0.171,0.1713,0.95,0,0.0,1,0,,,,,,15.7,4.2,18.5,Paying,
eagle-farm-2026-02-28,10,selection,Hermanita,9,4,no_bet,0.0,,,15.0,5.67,0.0955,0.3187,1.886,0,0.0,1,0,,,,,,21.5,5.2,24.0,Paying,
flemington-2026-02-28,,big3_multi,,,,,,,10.0,,,,,,0,-10.0,1,0,,,,,,,,,,
flemington-2026-02-28,,sequence,,,,,,,50.0,,,,,,0,-50.0,1,0,quaddie,smart,"[[7, 5, 3], [5, 7, 9], [1, 2, 4], [6, 4, 1, 5]]",3,,,,,,
flemington-2026-02-28,,sequence,,,,,,,50.0,,,,,,0,-50.0,1,0,quaddie,smart,"[[2, 6, 7], [1, 4, 2], [5, 13, 14, 3, 9], [10, 7, 11]]",7,,,,,,
flemington-2026-02-28,,sequence,,,,,,,39.68,,,,,,0,-39.68,1,0,big6,smart,"[[1, 2], [6, 4], [2, 6], [1, 4], [5, 13, 3, 14], [10, 7]]",5,,,,,,
flemington-2026-02-28,1,exotic,,,,,,"Exacta Standout",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[5, 6, 7, 8]"
flemington-2026-02-28,1,big3,Jacaranda,5,1,,,,,4.1,,,,,0,0.0,1,0,,,,,,3.4,1.4,3.65,Paying,
flemington-2026-02-28,1,selection,Jacaranda,5,1,win,14.5,,,4.1,2.03,0.564,0.606,2.61,0,-14.5,1,0,,,,,,3.4,1.4,3.65,Paying,
flemington-2026-02-28,1,selection,"Gin Twist",6,2,place,10.5,,,4.6,2.2,0.751,0.7509,1.35,1,6.3,1,1,,,,,1,4.1,1.6,3.9,Paying,
flemington-2026-02-28,1,selection,"La Gitana",7,3,no_bet,0.0,,,4.6,2.2,0.748,0.7484,1.35,0,0.0,1,0,,,,,2,5.8,1.9,6.2,Paying,
flemington-2026-02-28,1,selection,Ladhar,8,4,no_bet,0.0,,,5.7,2.57,0.0989,0.2706,0.513,0,0.0,1,0,,,,,,5.8,2.0,5.9,Paying,
flemington-2026-02-28,2,exotic,,,,,,Quinella,15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[5, 8]"
flemington-2026-02-28,2,selection,"Gold Medallist",8,1,win,17.5,,,10.0,4.0,0.253,0.2885,2.85,0,-17.5,1,0,,,,,5,11.5,3.3,17.5,Paying,
flemington-2026-02-28,2,selection,"Rue De Royale",1,2,place,7.5,,,3.45,1.82,0.458,0.4579,0.74,1,2.25,1,0,,,,,2,2.7,1.3,2.78,Paying,
flemington-2026-02-28,2,selection,"Legacy Bay",11,3,no_bet,0.0,,,5.5,2.5,0.391,0.3915,0.87,0,0.0,1,0,,,,,4,4.9,2.0,5.1,Paying,
flemington-2026-02-28,2,selection,"Regal Tycoon",5,4,no_bet,0.0,,,10.0,4.0,0.2655,0.59,3.155,0,0.0,1,0,,,,,3,11.8,3.0,14.5,Paying,
flemington-2026-02-28,3,exotic,,,,,,"Trifecta Standout",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[7, 5, 3]"
flemington-2026-02-28,3,selection,Watersports,7,1,win,14.5,,,2.82,1.61,0.331,0.5323,1.02,1,24.65,1,0,,,,,1,2.7,1.5,2.82,Paying,
flemington-2026-02-28,3,selection,"Great Maximus",1,2,place,5.5,,,5.7,2.57,0.415,0.4147,1.25,0,-5.5,1,1,,,,,4,4.3,2.2,4.7,Paying,
flemington-2026-02-28,3,selection,"Bons To Riches",5,3,no_bet,0.0,,,4.8,2.27,0.248,0.3264,1.31,0,0.0,1,0,,,,,6,4.9,2.6,5.0,Paying,
