meeting_id,race_number,pick_type,horse_name,saddlecloth,tip_rank,bet_type,bet_stake,exotic_type,exotic_stake,odds_at_tip,place_odds_at_tip,win_probability,place_probability,value_rating,hit,pnl,settled,is_puntys_pick,sequence_type,sequence_variant,sequence_legs,sequence_start_race,finish_position,win_dividend,place_dividend,current_odds,results_status,exotic_runners
flemington-2026-02-28,3,selection,"Little Jack",3,4,no_bet,0.0,,,10.5,4.17,0.1257,0.2024,1.303,0,0.0,1,0,,,,,3,12.7,4.4,19.5,Paying,
flemington-2026-02-28,4,exotic,,,,,,Exacta,15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[5, 9]"
flemington-2026-02-28,4,selection,"Ahha Ahha",9,1,win,13.5,,,3.65,1.88,0.24,0.5996,0.92,0,-13.5,1,0,,,,,2,3.0,1.3,3.55,Paying,
flemington-2026-02-28,4,selection,"Astral Flame",8,2,place,6.5,,,4.5,2.17,0.57,0.5699,0.98,1,5.2,1,1,,,,,1,5.7,1.8,5.2,Paying,
flemington-2026-02-28,4,selection,"Hot Digity Boom",7,3,no_bet,0.0,,,7.8,3.27,0.42,0.42,1.08,0,0.0,1,0,,,,,,5.4,1.8,6.0,Paying,
flemington-2026-02-28,4,selection,Mometz,5,4,no_bet,0.0,,,9.8,3.93,0.2137,0.4672,1.919,0,0.0,1,0,,,,,3,8.3,2.2,15.5,Paying,
flemington-2026-02-28,5,exotic,,,,,,"Exacta Standout",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[4, 1, 3, 2]"
flemington-2026-02-28,5,selection,Mcgaw,4,1,win,11.0,,,3.35,1.78,0.245,0.5853,0.86,0,-11.0,1,0,,,,,7,2.4,1.25,2.8,Paying,
flemington-2026-02-28,5,selection,"Bridal Waltz",1,2,saver_win,9.0,,,5.3,2.43,0.23,0.5967,1.13,1,31.05,1,0,,,,,1,4.45,1.35,5.4,Paying,
flemington-2026-02-28,5,selection,Celui,3,3,no_bet,0.0,,,3.95,1.98,0.611,0.6108,0.96,0,0.0,1,1,,,,,3,3.7,1.35,4.7,Paying,
flemington-2026-02-28,5,selection,Midwest,2,4,no_bet,0.0,,,12.5,4.83,0.0869,0.4601,1.265,0,0.0,1,0,,,,,2,14.85,3.0,17.0,Paying,
flemington-2026-02-28,6,exotic,,,,,,Exacta,15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[6, 4]"
flemington-2026-02-28,6,selection,Educated,6,1,win,15.0,,,3.9,1.97,0.325,0.5882,1.45,1,39.0,1,0,,,,,1,3.6,1.4,4.0,Paying,
flemington-2026-02-28,6,big3,Educated,6,2,,,,,3.9,,,,,1,0.0,1,0,,,,,1,3.6,1.4,4.0,Paying,
flemington-2026-02-28,6,selection,"Bel Merci",1,2,no_bet,0.0,,,4.0,2.0,0.377,0.3771,0.79,0,0.0,1,1,,,,,7,2.8,1.3,3.15,Paying,
flemington-2026-02-28,6,selection,"Thanks Gorgeous",2,3,no_bet,0.0,,,10.5,4.17,0.25,0.2499,1.09,0,0.0,1,0,,,,,2,8.1,1.9,13.0,Paying,
flemington-2026-02-28,6,selection,Wintery,4,4,no_bet,0.0,,,8.8,3.6,0.1609,0.4851,1.619,0,0.0,1,0,,,,,6,8.6,2.35,9.2,Paying,
flemington-2026-02-28,7,exotic,,,,,,Exacta,15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[2, 6]"
flemington-2026-02-28,7,selection,Apulia,2,1,win,14.5,,,5.2,2.4,0.215,0.5,1.23,0,-14.5,1,0,,,,,5,3.7,1.5,5.6,Paying,
flemington-2026-02-28,7,selection,"Air Assault",7,2,place,5.5,,,5.2,2.4,0.455,0.4551,0.93,0,-5.5,1,1,,,,,6,3.55,1.45,4.9,Paying,
flemington-2026-02-28,7,selection,Birdman,5,3,no_bet,0.0,,,4.9,2.3,0.401,0.4009,0.79,1,0.0,1,0,,,,,1,3.6,1.35,3.9,Paying,
flemington-2026-02-28,7,selection,Holymanz,6,4,no_bet,0.0,,,10.0,4.0,0.1315,0.3535,1.381,0,0.0,1,0,,,,,7,9.6,2.25,10.5,Paying,
flemington-2026-02-28,8,exotic,,,,,,Quinella,15.0,,,,,,1,9.0,1,0,,,,,,,,,Paying,"[1, 4, 2]"
flemington-2026-02-28,8,selection,Observer,1,1,win,12.5,,,2.04,1.35,0.409,0.8313,0.97,1,6.88,1,0,,,,,1,1.55,1.05,2.1,Paying,
flemington-2026-02-28,8,selection,Sixties,4,2,place,7.5,,,3.45,1.82,0.621,0.6206,0.75,1,0.75,1,1,,,,,3,3.2,1.1,3.25,Paying,
flemington-2026-02-28,8,selection,"Planet Red",2,3,no_bet,0.0,,,7.0,3.0,0.495,0.4949,0.99,0,0.0,1,0,,,,,2,7.3,1.45,8.6,Paying,
flemington-2026-02-28,8,selection,"Victorious Spirit",8,4,no_bet,0.0,,,36.0,12.67,0.0383,0.6134,1.023,0,0.0,1,0,,,,,4,27.6,3.35,30.0,Paying,
flemington-2026-02-28,9,exotic,,,,,,"Trifecta Box",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[3, 5, 13, 14]"
flemington-2026-02-28,9,selection,"Alpha Sofie",3,1,win,11.0,,,2.12,1.37,0.21,0.472,0.52,0,-11.0,1,0,,,,,13,1.9,1.3,780.0,Paying,
flemington-2026-02-28,9,selection,"Trapper John",5,2,place,9.0,,,13.5,5.17,0.355,0.3553,1.55,0,-9.0,1,1,,,,,5,22.6,5.1,120.0,Paying,
flemington-2026-02-28,9,selection,"Flying Awasita",14,3,no_bet,0.0,,,251.0,21.2,0.31,0.3097,5.55,0,0.0,1,0,,,,,15,247.1,39.8,490.0,Paying,
flemington-2026-02-28,9,selection,"Fundamental Nature",13,4,no_bet,0.0,,,16.0,6.0,0.1638,0.3464,3.088,0,0.0,1,0,,,,,3,13.4,3.6,17.0,Paying,
flemington-2026-02-28,10,exotic,,,,,,Exacta,15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[10, 7]"
flemington-2026-02-28,10,selection,"Xtra Rush",10,1,win,17.5,,,4.8,2.27,0.411,0.6815,2.34,0,-17.5,1,0,,,,,3,5.7,2.4,5.4,Paying,
flemington-2026-02-28,10,selection,Fiorenot,7,2,place,7.5,,,3.7,1.9,0.634,0.6342,1.06,0,-7.5,1,1,,,,,,3.6,1.5,4.1,Paying,
flemington-2026-02-28,10,big3,"Xtra Rush",10,3,,,,,4.8,,,,,0,0.0,1,0,,,,,3,5.7,2.4,5.4,Paying,
flemington-2026-02-28,10,selection,Ambassadorial,11,3,no_bet,0.0,,,3.8,1.93,0.514,0.5138,0.87,1,0.0,1,0,,,,,1,3.2,1.5,3.65,Paying,
flemington-2026-02-28,10,selection,"Georgie Get Mad",15,4,no_bet,0.0,,,14.5,5.5,0.0502,0.2208,0.83,0,0.0,1,0,,,,,,14.7,3.3,18.5,Paying,
geraldton-2026-02-28,,big3_multi,,,,,,,10.0,,,,,,0,-10.0,1,0,,,,,,,,,,
geraldton-2026-02-28,,sequence,,,,,,,50.4,,,,,,0,-50.4,1,0,quaddie,smart,"[[1, 2, 9], [9, 8, 1], [7, 9, 5, 10], [3, 2, 5, 1]]",1,,,,,,
geraldton-2026-02-28,,sequence,,,,,,,50.0,,,,,,0,-50.0,1,0,quaddie,smart,"[[3, 2, 5], [1, 7, 11, 6], [3, 5, 9], [3, 2, 14, 7]]",4,,,,,,
geraldton-2026-02-28,1,exotic,,,,,,"Exacta Standout",15.0,,,,,,1,441.0,1,0,,,,,,,,,Paying,"[1, 2, 9, 4]"
geraldton-2026-02-28,1,selection,"Extra Zero",1,1,win,13.5,,,2.94,1.65,0.225,0.744,0.87,1,22.95,1,0,,,,,1,2.7,1.3,2.76,Paying,
geraldton-2026-02-28,1,selection,"Il Bello Beals",2,2,place,6.5,,,4.0,2.0,0.626,0.6265,1.07,0,-6.5,1,1,,,,,4,3.7,1.8,5.9,Paying,
geraldton-2026-02-28,1,selection,"Bambun Girl",9,3,no_bet,0.0,,,5.7,2.57,0.22,0.2198,0.48,0,0.0,1,0,,,,,,,,5.7,Paying,
geraldton-2026-02-28,1,selection,"Flaming Dragon",4,4,no_bet,0.0,,,20.0,7.33,0.0731,0.1061,1.921,0,0.0,1,0,,,,,2,39.3,4.3,44.0,Paying,
geraldton-2026-02-28,2,exotic,,,,,,"Exacta Standout",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[9, 8, 1, 2]"
geraldton-2026-02-28,2,selection,"Alla Ping",9,1,no_bet,0.0,,,3.7,1.9,0.13,0.2776,0.58,0,0.0,1,0,,,,,3,3.8,1.8,3.7,Paying,
geraldton-2026-02-28,2,selection,"Loona Dawn",8,2,place,15.0,,,7.6,3.2,0.649,0.6493,2.06,1,16.5,1,1,,,,,2,7.4,2.1,9.4,Paying,
geraldton-2026-02-28,2,selection,"Macho Arquero",1,3,no_bet,0.0,,,19.5,7.17,0.582,0.5816,1.93,0,0.0,1,0,,,,,,33.0,7.2,26.0,Paying,
geraldton-2026-02-28,2,selection,"Fighting Thunder",2,4,no_bet,0.0,,,13.5,5.17,0.0673,0.3151,2.203,0,0.0,1,0,,,,,,17.9,5.3,13.0,Paying,
geraldton-2026-02-28,3,exotic,,,,,,"Trifecta Box",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[7, 9, 5, 10]"
geraldton-2026-02-28,3,selection,"Karri On",7,1,win,13.5,,,3.5,1.83,0.271,0.5203,1.22,0,-13.5,1,0,,,,,7,4.9,1.7,4.7,Paying,
geraldton-2026-02-28,3,selection,Weaponize,9,2,place,6.5,,,3.45,1.82,0.55,0.5498,1.09,0,-6.5,1,1,,,,,5,3.3,1.6,3.4,Paying,
geraldton-2026-02-28,3,selection,"Cozzies Choice",5,3,no_bet,0.0,,,5.0,2.33,0.535,0.5353,1.16,0,0.0,1,0,,,,,6,6.6,1.4,6.8,Paying,
geraldton-2026-02-28,3,selection,"Ginger Jive",10,4,no_bet,0.0,,,25.0,9.0,0.0733,0.1598,2.541,0,0.0,1,0,,,,,9,52.8,9.5,50.0,Paying,
geraldton-2026-02-28,4,exotic,,,,,,Exacta,15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[3, 2]"
geraldton-2026-02-28,4,big3,Bayhara,3,1,,,,,3.4,,,,,1,0.0,1,0,,,,,1,3.2,1.6,2.96,Paying,
geraldton-2026-02-28,4,selection,Bayhara,3,1,win,13.5,,,3.8,1.93,0.249,0.5063,1.04,1,29.7,1,0,,,,,1,3.2,1.6,2.96,Paying,
geraldton-2026-02-28,4,selection,Butterflyrock,2,2,place,6.5,,,6.4,2.8,0.476,0.4765,1.28,0,-6.5,1,0,,,,,4,6.6,2.2,1.25,Paying,
geraldton-2026-02-28,4,selection,"Miff Muffered Moof",5,3,no_bet,0.0,,,5.8,2.6,0.541,0.5412,1.24,0,0.0,1,1,,,,,,7.5,1.9,1.25,Paying,
geraldton-2026-02-28,4,selection,Vivarok,9,4,no_bet,0.0,,,23.0,8.33,0.0511,0.126,1.456,0,0.0,1,0,,,,,,41.5,7.4,42.0,Paying,
geraldton-2026-02-28,5,exotic,,,,,,"Trifecta Box",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[6, 1, 7, 9]"
geraldton-2026-02-28,5,selection,"Deep Discretion",6,1,win,14.0,,,2.64,1.55,0.192,0.5836,0.68,0,-14.0,1,0,,,,,3,3.9,1.5,4.0,Paying,
geraldton-2026-02-28,5,selection,"Sparkle Corner",1,2,place,6.0,,,3.9,1.97,0.464,0.464,1.03,1,3.0,1,1,,,,,2,3.5,1.5,4.1,Paying,
geraldton-2026-02-28,5,selection,Alterno,7,3,no_bet,0.0,,,11.0,4.33,0.189,0.1893,0.88,0,0.0,1,0,,,,,,7.8,1.9,26.0,Paying,
geraldton-2026-02-28,5,selection,"Mortgage Man",11,4,no_bet,0.0,,,20.0,7.33,0.0704,0.1293,2.087,0,0.0,1,0,,,,,,,,20.0,Paying,
geraldton-2026-02-28,6,exotic,,,,,,"Trifecta Box",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[3, 1, 13, 5]"
geraldton-2026-02-28,6,selection,Onemoretwomany,3,1,win,18.0,,,7.6,3.2,0.282,0.2976,2.65,0,-18.0,1,0,,,,,,8.0,3.1,9.6,Paying,
geraldton-2026-02-28,6,big3,Onemoretwomany,3,2,,,,,7.4,,,,,0,0.0,1,0,,,,,,8.0,3.1,9.6,Paying,
geraldton-2026-02-28,6,selection,"On The Mark",1,2,place,7.0,,,2.64,1.55,0.503,0.5031,1.1,1,3.5,1,1,,,,,1,2.9,1.5,3.5,Paying,
geraldton-2026-02-28,6,selection,"War Class",9,3,no_bet,0.0,,,32.0,11.33,0.081,0.0805,0.94,0,0.0,1,0,,,,,,86.4,34.3,130.0,Paying,
geraldton-2026-02-28,6,selection,"Starring Knight",5,4,no_bet,0.0,,,17.0,6.33,0.0752,0.2104,1.613,0,0.0,1,0,,,,,4,17.6,4.5,18.0,Paying,
geraldton-2026-02-28,7,exotic,,,,,,First4,15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[3, 1, 2, 5, 14]"
geraldton-2026-02-28,7,selection,Yapper,3,1,win,15.0,,,3.5,1.83,0.283,0.4286,1.35,0,-15.0,1,0,,,,,,4.4,1.8,4.3,Paying,
geraldton-2026-02-28,7,selection,"Truly Gallant",1,2,no_bet,0.0,,,3.4,1.8,0.395,0.3945,0.87,0,0.0,1,1,,,,,2,3.9,1.7,4.3,Paying,
geraldton-2026-02-28,7,big3,Yapper,3,3,,,,,3.6,,,,,0,0.0,1,0,,,,,,4.4,1.8,4.3,Paying,
geraldton-2026-02-28,7,selection,Cantilever,2,3,no_bet,0.0,,,7.2,3.07,0.278,0.2782,1.17,0,0.0,1,0,,,,,3,16.7,4.2,13.0,Paying,
geraldton-2026-02-28,7,selection,"Brave Shot",14,4,no_bet,0.0,,,14.0,5.33,0.0681,0.1222,1.497,0,0.0,1,0,,,,,,,,14.5,Paying,
gold-coast-2026-02-28,,big3_multi,,,,,,,10.0,,,,,,0,-10.0,1,0,,,,,,,,,,
gold-coast-2026-02-28,,sequence,,,,,,,54.0,,,,,,0,-54.0,1,0,quaddie,smart,"[[2, 1, 6], [6, 2, 1], [10, 9, 7, 2], [4, 1, 7]]",1,,,,,,
gold-coast-2026-02-28,,sequence,,,,,,,57.6,,,,,,0,-57.6,1,0,quaddie,smart,"[[4, 1, 7], [10, 1, 9, 3], [6, 2, 5], [10, 6, 11, 2]]",4,,,,,,
gold-coast-2026-02-28,1,exotic,,,,,,Exacta,15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[2, 1]"
gold-coast-2026-02-28,1,big3,"Written Aclaim",2,1,,,,,3.1,,,,,0,0.0,1,0,,,,,2,1.9,1.3,2.06,Paying,
gold-coast-2026-02-28,1,selection,"Written Aclaim",2,1,win,15.0,,,3.1,1.7,0.335,0.8098,1.37,0,-15.0,1,0,,,,,2,1.9,1.3,2.06,Paying,
gold-coast-2026-02-28,1,selection,"Sniper Boom",1,2,place,10.0,,,4.4,2.13,0.75,0.7495,1.49,1,10.0,1,1,,,,,3,5.4,2.0,8.4,Paying,
gold-coast-2026-02-28,1,selection,"The Autumn Affair",9,3,no_bet,0.0,,,5.0,2.33,0.202,0.2015,0.44,1,0.0,1,0,,,,,1,3.9,1.8,3.8,Paying,
gold-coast-2026-02-28,1,selection,"Madame Doubtfire",6,4,no_bet,0.0,,,5.9,2.63,0.1732,0.1103,1.634,0,0.0,1,0,,,,,5,6.5,3.0,8.2,Paying,
gold-coast-2026-02-28,2,exotic,,,,,,Exacta,15.0,,,,,,1,92.25,1,0,,,,,,,,,Paying,"[6, 7]"
gold-coast-2026-02-28,2,selection,"Signature Tart",6,1,no_bet,0.0,,,2.08,1.36,0.309,0.6066,1.09,1,0.0,1,0,,,,,1,2.3,1.5,1.1,Paying,
gold-coast-2026-02-28,2,selection,"Petite Palace",1,2,place,15.0,,,4.3,2.1,0.533,0.5328,1.34,0,-15.0,1,1,,,,,4,3.2,2.2,3.75,Paying,
gold-coast-2026-02-28,2,selection,Gaylord,2,3,no_bet,0.0,,,3.0,1.67,0.51,0.5104,1.02,0,0.0,1,0,,,,,5,3.4,2.6,3.7,Paying,
gold-coast-2026-02-28,2,selection,Tribbiani,7,4,no_bet,0.0,,,8.8,3.6,0.1211,0.231,1.267,0,0.0,1,0,,,,,2,13.2,2.5,10.5,Paying,
gold-coast-2026-02-28,3,exotic,,,,,,Quinella,15.0,,,,,,1,781.5,1,0,,,,,,,,,Paying,"[10, 9]"
gold-coast-2026-02-28,3,selection,"Britannia Rose",10,1,no_bet,0.0,,,4.5,2.17,0.207,0.2419,1.17,1,0.0,1,0,,,,,1,2.6,1.2,3.15,Paying,
gold-coast-2026-02-28,3,selection,"Luke Skywalker",2,2,no_bet,0.0,,,4.9,2.3,0.255,0.2554,0.53,0,0.0,1,0,,,,,4,5.5,2.1,5.3,Paying,
gold-coast-2026-02-28,3,selection,Airburst,7,3,place,15.0,,,8.2,3.4,0.569,0.5686,1.74,1,54.0,1,1,,,,,3,15.3,4.6,25.0,Paying,
gold-coast-2026-02-28,3,selection,"Gypsy Wish",9,4,no_bet,0.0,,,10.5,4.17,0.1877,0.1169,3.433,0,0.0,1,0,,,,,2,20.2,4.0,22.0,Paying,
gold-coast-2026-02-28,4,exotic,,,,,,Quinella,15.0,,,,,,1,36.0,1,0,,,,,,,,,Paying,"[4, 7]"
gold-coast-2026-02-28,4,selection,Emphatique,4,1,no_bet,0.0,,,1.39,1.13,0.353,0.8241,0.64,0,0.0,1,0,,,,,2,1.6,1.5,1.56,Paying,
gold-coast-2026-02-28,4,selection,"Come On Mr Snips",1,2,place,15.0,,,4.2,2.07,0.659,0.6592,1.57,1,31.5,1,1,,,,,3,6.7,3.1,7.4,Paying,
gold-coast-2026-02-28,4,selection,"Dependable Lad",2,3,no_bet,0.0,,,8.8,3.6,0.058,0.1145,0.67,0,0.0,1,0,,,,,,11.1,3.3,17.5,Paying,
gold-coast-2026-02-28,4,selection,"Zhongxin Koala",7,4,no_bet,0.0,,,12.0,4.67,0.1411,0.2378,2.731,1,0.0,1,0,,,,,1,5.7,2.2,10.5,Paying,
gold-coast-2026-02-28,5,exotic,,,,,,"Trifecta Standout",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[1, 10, 3]"
gold-coast-2026-02-28,5,selection,"Steffi Electrica",10,1,no_bet,0.0,,,2.18,1.39,0.269,0.5603,0.73,0,0.0,1,0,,,,,5,1.6,1.3,1.85,Paying,
gold-coast-2026-02-28,5,selection,"Boom Break",1,2,place,15.0,,,3.4,1.8,0.429,0.4291,0.99,1,19.5,1,0,,,,,3,4.4,2.3,1.14,Paying,
gold-coast-2026-02-28,5,selection,Enhance,2,3,no_bet,0.0,,,8.4,3.47,0.035,0.3745,0.35,0,0.0,1,0,,,,,6,10.0,3.9,11.0,Paying,
gold-coast-2026-02-28,5,selection,"In No Doubt",7,4,no_bet,0.0,,,17.0,6.33,0.0405,0.097,0.809,1,0.0,1,0,,,,,1,19.7,6.2,19.5,Paying,
gold-coast-2026-02-28,6,exotic,,,,,,Exacta,15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[2, 6]"
gold-coast-2026-02-28,6,selection,"Music Fever",6,1,place,9.0,,,1.74,1.25,0.927,0.9267,1.0,1,3.6,1,1,,,,,1,2.8,1.4,2.54,Paying,
gold-coast-2026-02-28,6,big3,"Cool Panels",2,2,,,,,4.9,,,,,0,0.0,1,0,,,,,4,5.1,1.7,6.0,Paying,
gold-coast-2026-02-28,6,selection,"Cool Panels",2,2,saver_win,11.0,,,4.9,2.3,0.271,0.6492,1.59,0,-11.0,1,0,,,,,4,5.1,1.7,6.0,Paying,
gold-coast-2026-02-28,6,selection,"Beta Better",8,3,no_bet,0.0,,,16.0,6.0,0.169,0.1694,0.87,0,0.0,1,0,,,,,7,14.4,3.0,10.5,Paying,
gold-coast-2026-02-28,6,selection,"Keep It Loki",5,4,no_bet,0.0,,,17.5,6.5,0.0845,0.1842,1.573,0,0.0,1,0,,,,,3,12.6,3.3,18.0,Paying,
gold-coast-2026-02-28,7,exotic,,,,,,Quinella,15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[10, 11]"
gold-coast-2026-02-28,7,selection,"Vermilion Kirin",10,1,no_bet,0.0,,,4.5,2.17,0.227,0.4929,1.25,0,0.0,1,0,,,,,3,4.8,1.8,6.2,Paying,
gold-coast-2026-02-28,7,selection,"Will It Snow",6,2,place,15.0,,,2.5,1.5,0.738,0.7375,1.08,1,10.5,1,1,,,,,1,4.7,1.7,3.6,Paying,
gold-coast-2026-02-28,7,big3,"Vermilion Kirin",10,3,,,,,4.5,,,,,0,0.0,1,0,,,,,3,4.8,1.8,6.2,Paying,
gold-coast-2026-02-28,7,selection,Watermelon,2,3,no_bet,0.0,,,13.0,5.0,0.156,0.1562,0.76,0,0.0,1,0,,,,,2,18.5,3.4,19.5,Paying,
gold-coast-2026-02-28,7,selection,"Chief Of Staff",11,4,no_bet,0.0,,,8.0,3.33,0.2005,0.4761,1.809,0,0.0,1,0,,,,,5,9.1,2.3,9.0,Paying,
morphettville-parks-2026-02-28,,big3_multi,,,,,,,10.0,,,,,,0,-10.0,1,0,,,,,,,,,,
morphettville-parks-2026-02-28,,sequence,,,,,,,45.0,,,,,,0,-45.0,1,0,quaddie,smart,"[[8, 3, 1], [4, 3, 6], [2, 9, 5], [4, 5, 2]]",3,,,,,,
morphettville-parks-2026-02-28,,sequence,,,,,,,50.0,,,,,,0,-50.0,1,0,quaddie,smart,"[[4, 1, 8], [9, 2, 3], [8, 3, 11, 5], [9, 3, 8, 13]]",7,,,,,,
morphettville-parks-2026-02-28,,sequence,,,,,,,23.0,,,,,,0,-23.0,1,0,big6,smart,"[[2, 9], [4, 5], [4, 1], [9, 2], [8, 3], [9, 3, 8, 13]]",5,,,,,,
morphettville-parks-2026-02-28,1,exotic,,,,,,"Exacta Standout",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[3, 2, 1, 4]"
morphettville-parks-2026-02-28,1,selection,"Super Wonder",2,1,win,15.0,,,2.8,1.1,0.214,0.5891,0.68,0,-15.0,1,0,,,,,4,3.0,1.6,2.8,Paying,
morphettville-parks-2026-02-28,1,selection,"Chica Astuta",4,2,no_bet,0.0,,,3.7,1.1,0.351,0.3508,0.45,1,0.0,1,1,,,,,1,4.3,2.6,3.7,Paying,
morphettville-parks-2026-02-28,1,selection,Cyclotron,1,3,no_bet,0.0,,,3.8,4.8,0.289,0.2895,1.6,0,0.0,1,0,,,,,2,3.0,1.7,3.8,Paying,
morphettville-parks-2026-02-28,1,selection,Farnace,3,4,no_bet,0.0,,,18.0,7.0,0.3484,0.3733,6.037,0,0.0,1,0,,,,,3,8.1,3.1,18.0,Paying,
morphettville-parks-2026-02-28,2,exotic,,,,,,"Trifecta Box",15.0,,,,,,1,91.56,1,0,,,,,,,,,Paying,"[8, 1, 2, 13]"
morphettville-parks-2026-02-28,2,selection,Ramasis,8,1,win,15.0,,,2.5,1.0,0.194,0.6308,0.54,1,18.0,1,0,,,,,1,2.2,1.04,2.5,Paying,
morphettville-parks-2026-02-28,2,selection,Aramoso,1,2,no_bet,0.0,,,23.0,4.5,0.259,0.2594,0.62,0,0.0,1,0,,,,,,41.9,6.3,23.0,Paying,
morphettville-parks-2026-02-28,2,selection,"City Pro",2,3,no_bet,0.0,,,35.0,19.0,0.047,0.0465,0.47,0,0.0,1,0,,,,,3,40.9,12.3,35.0,Paying,
morphettville-parks-2026-02-28,2,selection,"Sicilian Princess",13,4,no_bet,0.0,,,3.8,1.93,0.1045,0.364,0.543,0,0.0,1,1,,,,,2,3.7,1.4,3.8,Paying,
